category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Physics,Multiple Choice,Which of the following quantities is most accurate about an RLC circuit oscillating at resonance frequency?  W) Impedance is maximized while resistance is unchanged  X) Impedance is minimized while resistance is unchanged  Y) Both impedance and resistance are maximized  Z) Both impedance and resistance are minimized ,X) Impedance is minimized while resistance is unchanged,Multiple Choice,A capacitor with charge with charge 1 coulomb with plates initially a distance 0.1 mm apart is slowly separated until they are 0.5 mm apart with a constant voltage source. By what factor does the energy the capacitor can store get multiplied by? W) 1 10 X) 1 5 Y) 5 Z) 10 ,Y) 5,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Longtermism,Multiple Choice,The Earth’s climate is greatly affected by the ability of land to reflect light back into space. What is the technical term for this property?  W) Luminosity  X) Irradiance  Y) Absorptivity  Z) Albedo ,Z) Albedo,Multiple Choice,Reductions in albedo over Earth can accel- erate climate change. Which of the following processes is a major contributor to reduced albedo? W) Improper disposal of wastewater X) Destruction of rainforest Y) Melting of sea ice Z) Erosion of farmland ,Y) Melting of sea ice,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Chemistry,Multiple Choice,"A substance does not dissolve at room temper- ature, but is able to dissolve when heated to 100 degrees Celsius. Which of the following is true about the identity of this substance?  W) Could be lead chloride but not silver chloride  X) Could be silver chloride but not lead chloride  Y) Could be both lead chloride and silver chloride  Z) Can be neither lead chloride nor silver chloride ",W) Could be lead chloride but not silver chloride,Short Answer,Identify all of the following three basic types of hy- drocarbons that can exhibit cis-trans isomerism: 1) Alkane; 2) Alkene; 3) Alkyne . ,2 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Earth and Space,Short Answer,"As some protostars form an accretion disk, they eject jets of ionized gas that interact with nearby gas and dust, forming what bright objects? ",Herbig-Haro [HER-big HAIR-oh] objects,Multiple Choice,Hubble’s Law is most directly useful for calculating which of the following types of redshift? W) Cosmological X) Doppler Y) Gravitational Z) Relativistic ,W) Cosmological,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Biology,Multiple Choice,Which of the following skeletal systems most accurately describes the one used by Cnidarians in the class Cubozoa ?  W) Exoskeleton  X) Endoskeleton  Y) Hydrostatic skeleton  Z) Axial skeleton ,Y) Hydrostatic skeleton,Short Answer,The urea breath test is used to identify gastrointesti- nal infections caused by what spirochete shaped bacteria that are a common cause of stomach ulcers? ,Helicobacter pylori [HEE-luh-coh-BACK-ter pie-LORE-ee] (ACCEPT: H. pylori),C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Physics,Short Answer,"A circuit consists of a 12mF capac- itor and a 20,000 ohm resistor. What is the approximate time, in seconds, required for the current in the circuit to decline by a factor of e from its initial value? ",240,Multiple Choice,Which of the following phenomena first proved the existence of length contraction? W) Muons were found near Earth’s surface X) Trains were experimentally found to travel shorter distances at high speeds Y) The ultraviolet catastrophe Z) The Sun’s light rays reached Earth faster than expected ,W) Muons were found near Earth’s surface,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Longtermism,Multiple Choice,"In Superintelligence, Nick Bostrom pro- poses that intelligence and alignment of an artificial intelligence are orthogonal. Assuming this is accurate, if the intelligence of an AI increased while other factors were held constant, how would its level of alignment change?  W) Increase  X) Decrease  Y) Stay the same  Z) There is not enough information to answer the question ",Y) Stay the same,Multiple Choice,Which of the following terms describes a machine that prioritizes human objectives as opposed to its own? W) Beneficial X) Harmful Y) Self-destructive Z) Misaligned ,W) Beneficial,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Chemistry,Short Answer,What is the hybridization state of an oxygen atom in the crystalline form of silicon dioxide? ,sp3,Short Answer,Order the following four compounds in order of decreasing boiling point temperature: 1) Water; 2) Ethane; 3) Ethanol; 4) Diethyl ether . ,"1, 3, 4, 2",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Earth and Space,Multiple Choice,Which of the following geologic features is formed as a result of glacial activity?  W) Yardang  X) Kettle  Y) Playa  Z) Tombolo ,X) Kettle,Short Answer,Order the following three regions of a hur- ricane in order of increasing wind speed: 1) Central eye; 2) Eyewall; 3) Spiral rain bands. ,"1, 3, 2",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Biology,Short Answer,"Which amino acid is the only one to exhibit achiral- ity, since its side chain consists of a single hydrogen atom? ",Glycine,Multiple Choice,What stage in the sexual reproduction of fungi is characterized by the fusion of the nuclei? W) Plasmogamy X) Nucleogamy Y) Karyogamy Z) Peryogamy ,Y) Karyogamy,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Physics,Multiple Choice,"The area of each plate of a capacitor is doubled and the distance between them is halved. If connected to a circuit with a constant potential difference, by what factor does the charge stored by the plates increase by?  W) 1 4  X) 1 2  Y) 2  Z) 4 ",Z) 4,Multiple Choice,The phase diagram of a harmonic oscillator let go from maximum displacement while experiencing constant friction will take the form of which of the following patterns? W) Spiral X) Concentric ellipses Y) Concentric circles Z) Sinusoidal wave ,W) Spiral,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Longtermism,Multiple Choice,Which of the following is NOT a potential concern raised by gain-of-function research?  W) Agroterrorism  X) Increased transmissibility  Y) Increased virulence  Z) Lack of oversight ,Z) Lack of oversight,Multiple Choice,What is the biggest practical limitation on the military use of bioweapons? W) Lack of selectivity X) Undetectability Y) Intentional abuse Z) Ineffectiveness ,W) Lack of selectivity,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Chemistry,Short Answer,What nuclide is formed from the beta minus decay of potassium-40? ,"Calcium-40 (ACCEPT: Ca-40, DO NOT ACCEPT: Calcium)",Short Answer,What is the VSEPR molecular geom- etry of sulfur tetrafluoride? ,Seesaw,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Earth and Space,Short Answer,"If a planet orbiting a 1 solar mass star had an orbital period of 8 years, what is the length of its semimajor axis in astronomical units? ",4,Multiple Choice,Which of the following regions of the electromagnetic spectrum would be most useful for detecting brown dwarfs? W) Longwave radio X) Shortwave radio Y) Microwave Z) Infrared ,Z) Infrared,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Biology,Short Answer,Identify all of the following three diseases that are X-linked disorders: 1) Hemophilia; 2) Cystic fibrosis; 3) Sickle cell anemia. ,1 only,Short Answer,Identify all of the following three statements that are true of r-selected species: 1) Offspring reach maturity early in life; 2) They tend to follow type III survivorship curves; 3) They are favored in a stable environment. ,1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Physics,Multiple Choice,"What term describes two electrons that are bound together, allowing materials to exhibit superconductivity?  W) Cooper pairs  X) Fermion pairs  Y) Plasmon interactions  Z) Exciton interactions ",W) Cooper pairs,Short Answer,"A magnetic field is oriented in the negative x-axis, in the same direction as the normal area vector of a circular loop of wire. If the magnitude of the field decreases, what direction around the loop of wire will current be induced when observing anti-parallel to the loop’s normal? ",Counter-clockwise,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR1
Longtermism,Multiple Choice,Which of the following properties does NOT contribute to the global warming potential of carbon dioxide in Earth’s atmo- sphere?  W) Long atmospheric lifetime  X) High prevalence  Y) Absorption of infrared light  Z) Increased Rayleigh scattering ,Z) Increased Rayleigh scattering,Short Answer,"To the nearest degree Celsius, how much has the atmosphere warmed on average since the beginning of the twentieth century? ",1 degree,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR2
Chemistry,Short Answer,What is the van’t Hoff factor of sodium oxalate ? ,3,Short Answer,"Rounded to the nearest integer, what is the pH of the solution created when 1 molar ammonia and 0.5 molar hydrochloric acid are mixed in equivalent amounts? ",9,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR2
Earth and Space,Multiple Choice,A tropical rainforest like the Amazon would fall under what K¨oppen classification?  W) A  X) B  Y) C  Z) D ,W) A,Multiple Choice,The descending air in the eye of a hurricane is typically warmer at the surface than at altitude due to which of the following processes? W) Hydrostatic equilibrium X) Adiabatic heating Y) Dew point reduction Z) Rain shadow effect ,X) Adiabatic heating,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR2
Biology,Multiple Choice,Which of the following terms describe gene ho- mology that is due to a speciation event?  W) Paralagous  X) Orthologous  Y) Semilogous  Z) Xenologous ,X) Orthologous,Short Answer,"If a trait is controlled by two genes, each with two al- leles, how many genotypes and phenotypes are possible for this trait respectively? ",9; 5,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus RR2
