category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Energy,Multiple Choice,"Researchers at MIT are currently studying protein folding and conformation. An important step is to isolate pure mixtures, where researchers typically rely on chromatographic separation. Which of the following chromatographic methods would be most suitable for separating an ATP-dependent protein from one that is not ATP-dependent? W) Size-exclusion X) Cation exchange Y) Anion exchange Z) Aﬃnity ",Z) Aﬃnity,Short Answer,"Researchers at MIT are currently studying translational regulation mechanisms. In prokaryotic translation, what is the term for the process employed by the trp operon where the formation of a hairpin structure may lead to blocked translation? ",Attenuation,MIT 2021 round 8
Biology,Multiple Choice,Which of the following statements is true regarding soil particle-ion interactions? W) Negatively charged ions bind well with soil particles X) Neutral pH is ideal for ion-soil particle interactions Y) Ions are not involved with soil damage Z) Synthetic bacterial genes in plants may lead to acid secretion to uptake alu- minum cations ,Z) Synthetic bacterial genes in plants may lead to acid secretion to uptakealuminum cations,Short Answer,Which of the 20 amino acids is most likely to occupy the largest area on a Ramachandran Plot? ,Glycine,MIT 2021 round 8
Earth and Space,Multiple Choice,Which of the following statements is true regarding a wave approaching the shore? W) Its velocity remains constant X) Its wavelength decreases Y) Its waveheight decreases Z) Its frequency increases ,X) Its wavelength decreases,Multiple Choice,In which zone of the ocean is abrasion most intense? W) Neritic X) Intertidal Y) Surf Z) Swash ,Y) Surf,MIT 2021 round 8
Chemistry,Multiple Choice,Which of the following unit cells has the highest packing eﬃciency? W) Simple cubic X) Body-centered cubic Y) Diamond cubic Z) Face-centered cubic ,Z) Face-centered cubic,Short Answer,"A body-centered cubic unit cell has atoms with radii of 340 picometers. To one signiﬁcant ﬁgure and in picometers, what is the side length of the unit cell? ",800 picometers ,MIT 2021 round 8
Biology,Multiple Choice,Which of the following amino acids is NOT classiﬁed as hydrophobic? W) Proline X) Alanine Y) Phenylalanine Z) Serine ,Z) Serine,Short Answer,"Assuming physiological pH, calculate the overall charge of this peptide, whose residues are represented with their one-letter abbreviations: A.S.P.A.R.T.A.T.E. ",0,MIT 2021 round 8
Energy,Short Answer,Researchers at MIT are using relativistic eﬀects in galaxy clustering as a new probe of what process in the early universe which explains the ap- parent problem that distant parts of the cosmic microwave background are isotropic? ,"Cosmic inﬂation (ACCEPT: cosmological inﬂation, inﬂation)",Multiple Choice,Researchers at MIT are studying the results of the LIGO detectors of gravitational waves. Which of the following statements is NOT true about gravitational waves? W) They are often studied by Everhart-Thornley detectors. X) Quantum radiation pressure noise dominates LIGO detectors at frequencies below 100 hertz. Y) They travel at the speed of light. Z) The ﬁrst indirect evidence of gravitational waves came from a neutron star binary. ,W) They are often studied by Everhart-Thornley detectors ,MIT 2021 round 8
Math,Short Answer,"If Z is a standard normal random variable, then what is the expectation of Z3? ",0,Short Answer,"Sam repeatedly draws balls from a bag containing 4 dif- ferent balls, uniformly at random with replacement. What is the expected value of the number of draws it will take Sam to have seen all the balls? ",25/3,MIT 2021 round 8
Physics,Multiple Choice,"Which of the following pairs correctly describes both a property of an ideal ammeter and the appropriate location of an ammeter to measure the current along a segment of a circuit? W) Inﬁnite resistance, connected in parallel X) Zero resistance, connected in parallel Y) Inﬁnite resistance, connected in series Z) Zero resistance, connected in series ","Z) Zero resistance, connected in series",Multiple Choice,"A capacitor is fully charged in a circuit, and then is taken out without discharging. A dielectric is then placed between the plates of the capacitor. What happens to the charge and voltage across the capacitor, respectively? W) Charge stays the same, voltage increases X) Charge stays the same, voltage decreases Y) Charge decreases, voltage increases Z) Charge decreases, voltage decreases ","X) Charge stays the same, voltage decreases",MIT 2021 round 8
Earth and Space,Multiple Choice,Which of the following classes of spiral galaxies is most similar to a lenticular galaxy? W) Sa X) Sb Y) Sc Z) Sd ,W) Sa,Short Answer,"By name or number, order the following four evolutionary events chronologically: 1) First birds 2) First mammals 3) First ﬂowering plants 4) First arthropods ","4, 2, 1, 3",MIT 2021 round 8
Earth and Space,Short Answer,What empirical law states that each planet is approximately twice as far from the sun as the previous planet? ,Titius-Bode law (accept: Bode’s law),Multiple Choice,"Nemesis was a brown dwarf which was theorized to exist in the solar system beyond the Oort Cloud. However, sky surveys have since ruled out its existence, because it otherwise likely would have been de- tected by telescopes observing in which of the following regions of the EM spectrum? W) Ultraviolet X) Infrared Y) Microwave Z) Radio ",X) Infrared,MIT 2021 round 8
Biology,Short Answer,"The propagation of electrical signals between adjacent plant cells is mediated through what pores, which are generally used in symplastic pathways and are located in the plant cell wall? ",Plasmodesmata,Multiple Choice,Which of the following plants do NOT exhibit thig- monastic movement? W) Common sundew X) Low’s pitcher plant Y) Touch-me-not Z) Venus ﬂytrap ,X) Low’s pitcher plant ,MIT 2021 round 8
Physics,Short Answer,"By name or number, arrange the following three steps in the order that they occur in a Carnot cycle, beginning from isothermal expansion: 1) Isothermal compression 2) Adiabatic compression 3) Adiabatic expansion ","3, 1, 2",Short Answer,What particles with net zero color are composed of three gluons? ,Glueballs,MIT 2021 round 8
Chemistry,Short Answer,"By name or number, identify all of the following three solvents which are miscible with water: 1) Acetone 2) Diethyl ether 3) Hexane ",1 only,Multiple Choice,"In thin layer chromatography with silica as the stationary phase, which of the following solvent systems is most likely to produce the largest Rf value for a given organic compound? W) Hexane X) 20 percent dichloromethane in hexane Y) 20 percent diethyl ether in hexane Z) 20 percent ethyl acetate in hexane ",Z) 20 percent ethyl acetate in hexane,MIT 2021 round 8
Math,Multiple Choice,Which of the following statements about the circumcircle of a triangle is NOT true? W) The circumcircle is always the smallest circle which encloses the triangle. X) The radius of the circumcircle is a term in the extended Law of Sines. Y) The center of the circumcircle is always at an equal distance to each of the vertices of the triangle. Z) The circumcircle of a right triangle always has one of the sides of the triangle as a diameter. ,W) The circumcircle is always the smallest circle which encloses thetriangle.,Short Answer,Suppose that a cone has a radius of 1 and a height of 2. What is the volume of the largest possible cylinder that can be inscribed within the cone such that the bases of the cylinder are parallel to the base of the cone? ,8π/27,MIT 2021 round 8
Energy,Short Answer,Researchers in the Bawendi group at MIT are studying the science and applications of nanocrystals. What term refers to semiconductor nanocrystals that that are generally under 10 nm in diameter and are subject to quantum conﬁnement? ,quantum dots (accept: artiﬁcial atoms),Short Answer,"Researchers in the Drennan group are visualizing met- alloproteins and metalloenzymes by combining X-ray crystallography and a tech- nique where frozen samples are vitriﬁed in liquid ethane, have electron beams passed through them, and then imaged by aligning and sub-volume averaging many low- resolution frames of individual proteins. What is this technique called? ",Cryogenic electron micrscopy (accept: cryo-EM) ,MIT 2021 round 8
Earth and Space,Multiple Choice,Which of the following features would most strongly indicate the presence of star formation? W) Bok globule X) H1 region Y) WHIM Z) Galactic ﬁlaments ,W) Bok globule,Short Answer,What term describes the alternating light and dark bands on glaciers that form due to the trapping of air bubbles in the winter and sediments in the summer respectively? ,Ogives,MIT 2021 round 8
Biology,Short Answer,What type of cells synthesize bone tissue? ,Osteoblasts (do not accept: osteocytes or osteoclasts),Multiple Choice,Which of the following hormones mediates epiphyseal plate fusion? W) Testosterone X) Progesterone Y) Estrogen Z) Androsterone ,Y) Estrogen ,MIT 2021 round 8
Math,Short Answer,What theorem of calculus states that the integral of the curl over a surface is equal to the line integral of the vector ﬁeld around the boundary of the surface? ,Stokes’ Theorem,Short Answer,What is the integral of the ﬂux of the vector ﬁeld xˆi+yˆj+zˆk out of a sphere centered at the origin of radius 2? ,32π,MIT 2021 round 8
Chemistry,Multiple Choice,"Which of the following statements is true about the reduction of oxygen to water? W) Oxygen will not be reduced at low potential X) The presence of a catalyst will change the thermodynamic potential of oxygen reduction Y) At intermediate potentials, oxygen will be reduced to hydrogen peroxide instead of water Z) The standard reduction potential at pH 7 is higher than the standard reduction potential at pH 14 ",Z) The standard reduction potential at pH 7 is higher than the standardreduction potential at pH 14,Multiple Choice,"If the standard reduction potential from oxygen to water at pH 0 is 1.23 volts, which of the following values is closest to the reduction potential at pH 4 in volts? W) 1.0 X) 0.9 Y) 0.8 Z) 0.7 ",W) 1.0,MIT 2021 round 8
